"网金社酒店代码"	"对应酒店代码"
"H00799862"	"6981813"
"H00800548"	"7081373"
"H00009819"	"7081461"
"H00800670"	"7269141"
"H00800592"	"7485594"
"H00800720"	"7523321"
"H00800756"	"7904713"
"H00800753"	"7923680"
"H00800765"	"7934165"
"H00800819"	"8023389"
"H00800673"	"8056708"
"H00800432"	"8140965"
"H00800867"	"8168660"
"H00801678"	"8198065"
"H00010325"	"8351829"
"H00801046"	"8354682"
"H00800623"	"8394920"
"H00801021"	"8405764"
"H00801015"	"8424378"
"H00801067"	"8494453"
"H00801346"	"8501476"
"H00800526"	"8555234"
"H00801094"	"8557902"
"H00800660"	"8557910"
"H00800780"	"8557970"
"H00800799"	"8557976"
"H00800926"	"8557981"
"H00801073"	"8557983"
"H00801275"	"8557987"
"H00801208"	"8557997"
"H00801172"	"8604753"
"H00801176"	"8617076"
"H00801203"	"8628557"
"H00801201"	"8668817"
"H00801198"	"8719336"
"H00801237"	"8853306"
"H00801350"	"8982898"
"H00801288"	"9061219"
"H00801326"	"9195129"
"H00801427"	"9286948"
"H00801355"	"9326407"
"H00010786"	"9348412"
"H00801400"	"9458211"
"H00801397"	"9586395"
"H00801372"	"9608398"
"H00801795"	"9647174"
"H00832997"	"9732908"
"H00801383"	"9825429"
"H00011038"	"9875978"
"H00801444"	"10218498"
"H00801551"	"10220076"
"H00801559"	"10844128"
"H00799717"	"11016303"
"H00801594"	"11212012"
"H00806518"	"11302817"
"H00801851"	"11465395"
"H00801899"	"11535983"
"H00801856"	"12084063"
"H00801857"	"12092558"
"H00801914"	"12185577"
"H00000576"	"12193360"
"H00802342"	"12377569"
"H00802214"	"12524183"
"H00802049"	"12542788"
"H00804010"	"12681663"
"H00802066"	"12789052"
"H00802107"	"12797171"
"H00802237"	"13139934"
"H00801895"	"13303641"
"H00802171"	"13329693"
"H00812809"	"13418717"
"H00802302"	"13706380"
"H00802354"	"13786036"
"H00802389"	"13921450"
"H00803399"	"13926043"
"H00802399"	"14018353"
"H00802447"	"14088795"
"H00802555"	"14222339"
"H00802541"	"14251279"
"H00802582"	"14262909"
"H00802564"	"14276447"
"H00802660"	"14418135"
"H00802605"	"14478949"
"H00802612"	"14629230"
"H00802669"	"14948062"
"H00802678"	"15051850"
"H00802746"	"15085407"
"H00802729"	"15090165"
"H00802725"	"15154451"
"H00802757"	"15230125"
"H00802754"	"15231085"
"H00802762"	"15276664"
"H00802780"	"15276901"
"H00802764"	"15277094"
"H00001839"	"15577553"
"H00802806"	"15717472"
"H00802825"	"15725355"
"H00802866"	"15811963"
"H00802883"	"15839364"
"H00802903"	"15878947"
"H00802899"	"15886204"
"H00802925"	"16019647"
"H00002094"	"16019961"
"H00803160"	"16084174"
"H00803169"	"16094255"
"H00803552"	"16115490"
"H00803189"	"16200035"
"H00803206"	"16333443"
"H00803224"	"16899592"
"H00803522"	"17267109"
"H00803518"	"17354831"
"H00803853"	"17375948"
"H00803870"	"17444524"
"H00830246"	"17446882"
"H00802229"	"17450403"
"H00803390"	"17479620"
"H00803393"	"17491740"
"H00804013"	"17514322"
"H00804025"	"17881764"
"H00804044"	"17933660"
"H00804041"	"17970716"
"H00804054"	"17971559"
"H00804064"	"18035513"
"H00804082"	"18068484"
"H00804089"	"18069366"
"H00002823"	"18070600"
"H00804074"	"18120562"
"H00804088"	"18425961"
"H00002883"	"18446930"
"H00804116"	"18450089"
"H00804094"	"18467971"
"H00805421"	"18484709"
"H00804379"	"18516040"
"H00830942"	"19456085"
"H00804650"	"19476431"
"H00804197"	"19478045"
"H00804222"	"19480102"
"H00804437"	"19489180"
"H00003098"	"19543839"
"H00804450"	"19590175"
"H00804683"	"19601148"
"H00804137"	"19677800"
"H00804721"	"19828333"
"H00804709"	"19866121"
"H00804789"	"19921728"
"H00804808"	"19924060"
"H00003445"	"21092630"
"H00805247"	"21338136"
"H00805244"	"21366474"
"H00805260"	"21488564"
"H00805264"	"21490557"
"H00003605"	"21724269"
"H00805418"	"21765545"
"H00805384"	"21785364"
"H00805401"	"21806818"
"H00805486"	"21807644"
"H00003672"	"21808789"
"H00805473"	"21904092"
"H00805484"	"21904868"
"H00830712"	"21905163"
"H00003649"	"21905672"
"H00805452"	"22012792"
"H00003777"	"22564084"
"H00805499"	"22569940"
"H00805533"	"22824336"
"H00805521"	"23154638"
"H00805542"	"23223657"
"H00805550"	"23455697"
"H00805582"	"23649847"
"H00805573"	"23679367"
"H00805617"	"23838773"
"H00805647"	"23855738"
"H00805668"	"23862375"
"H00805785"	"23943948"
"H00805790"	"23983768"
"H00805796"	"24009086"
"H00805798"	"24009827"
"H00805863"	"24047484"
"H00805872"	"24402506"
"H00805876"	"24520760"
"H00805888"	"24905584"
"H00806112"	"25372398"
"H00806279"	"25392919"
"H00806734"	"25554962"
"H00004376"	"25651778"
"H00806221"	"25871819"
"H00816637"	"26095161"
"H00806175"	"26200981"
"H00830444"	"26376932"
"H00806235"	"26392213"
"H00806243"	"26392606"
"H00806260"	"26416417"
"H00809123"	"26475735"
"H00806785"	"26549275"
"H00806283"	"26556144"
"H00004566"	"26587975"
"H00806813"	"26621649"
"H00806814"	"26621888"
"H00806818"	"26622248"
"H00806297"	"27114527"
"H00806314"	"27293860"
"H00802223"	"27350898"
"H00004645"	"27704613"
"H00806340"	"27711839"
"H00802271"	"28068734"
"H00806363"	"28075330"
"H00802277"	"28111673"
"H00807755"	"28127654"
"H00806824"	"28234290"
"H00806834"	"28301688"
"H00806932"	"28361979"
"H00004725"	"28411610"
"H00004722"	"28413403"
"H00806942"	"28531677"
"H00806954"	"28546133"
"H00806957"	"28546172"
"H00806960"	"28667933"
"H00807019"	"28705818"
"H00807055"	"28883447"
"H00807066"	"29418243"
"H00804185"	"29430354"
"H00004895"	"29518545"
"H00807200"	"29550474"
"H00807207"	"29572704"
"H00807215"	"29589568"
"H00807765"	"29707025"
"H00808899"	"29796811"
"H00807239"	"29831220"
"H00004945"	"29834887"
"H00807267"	"29866631"
"H00807277"	"29935417"
"H00807400"	"29997746"
"H00807292"	"30883070"
"H00807743"	"30931254"
"H00807297"	"30972149"
"H00005114"	"31318363"
"H00806540"	"31394043"
"H00807454"	"32065437"
"H00807428"	"32183595"
"H00810277"	"33089013"
"H00807456"	"33480600"
"H00807458"	"33521419"
"H00807777"	"33600644"
"H00806621"	"33618621"
"H00808701"	"35531948"
"H00808811"	"35629663"
"H00808815"	"35905285"
"H00808831"	"35912202"
"H00808845"	"35931349"
"H00807682"	"35940780"
"H00809004"	"35957908"
"H00808912"	"35967903"
"H00808928"	"35996701"
"H00809010"	"36142264"
"H00809017"	"36145043"
"H00809035"	"36185952"
"H00806514"	"36189869"
"H00809040"	"36191656"
"H00809585"	"36288481"
"H00809607"	"36453126"
"H00810938"	"36684247"
"H00809647"	"36895326"
"H00810453"	"37072978"
"H00809925"	"37193100"
"H00810159"	"37913439"
"H00810429"	"38271218"
"H00810169"	"38295354"
"H00810171"	"38303435"
"H00810178"	"38396031"
"H00810403"	"38421440"
"H00810181"	"38621997"
"H00810371"	"38808296"
"H00810185"	"38808444"
"H00810373"	"38821261"
"H00807737"	"38933450"
"H00810384"	"39063588"
"H00809061"	"39402095"
"H00810424"	"39426300"
"H00816351"	"39436896"
"H00810435"	"39942698"
"H00005898"	"40368207"
"H00814509"	"41107654"
"H00810480"	"41795107"
"H00810488"	"42141210"
"H00810905"	"42365265"
"H00810912"	"42370802"
"H00006027"	"42586721"
"H00812798"	"42904041"
"H00814513"	"43267561"
"H00814701"	"43361777"
"H00813976"	"43429762"
"H00821477"	"43549222"
"H00814499"	"43579161"
"H00816382"	"43860657"
"H00816417"	"43965267"
"H00816155"	"44030373"
"H00816395"	"44128343"
"H00816423"	"44242408"
"H00818875"	"44458012"
"H00816576"	"44461389"
"H00816597"	"44560375"
"H00816598"	"44624209"
"H00816604"	"44630387"
"H00816611"	"44650215"
"H00816615"	"44727314"
"H00806748"	"45426529"
"H00817676"	"45428042"
"H00818907"	"45537843"
"H00817680"	"45563317"
"H00818252"	"45813949"
"H00007085"	"45896698"
"H00818273"	"45900425"
"H00818276"	"45904184"
"H00817697"	"45925282"
"H00818281"	"45926233"
"H00818333"	"45939769"
"H00818295"	"46013462"
"H00819944"	"46029038"
"H00832797"	"46034951"
"H00818482"	"46039838"
"H00818485"	"46043942"
"H00818653"	"46088890"
"H00818659"	"46112779"
"H00818692"	"46178886"
"H00007230"	"46566514"
"H00007213"	"46572486"
"H00818889"	"46585944"
"H00818898"	"46625639"
"H00820532"	"46700264"
"H00819949"	"46760654"
"H00819046"	"47623874"
"H00820728"	"48496063"
"H00819448"	"48563328"
"H00820547"	"48579783"
"H00820750"	"48582799"
"H00816375"	"48870567"
"H00820117"	"48900910"
"H00820141"	"49099766"
"H00820144"	"49124628"
"H00820181"	"49530426"
"H00820119"	"49707998"
"H00820203"	"49796330"
"H00821076"	"49874576"
"H00824401"	"49875781"
"H00806707"	"50042222"
"H00821084"	"50067684"
"H00007822"	"50179413"
"H00007851"	"50282883"
"H00828282"	"50432279"
"H00827233"	"50432443"
"H00823807"	"50438019"
"H00824258"	"50462581"
"H00824283"	"50474710"
"H00828265"	"50481831"
"H00824291"	"50481944"
"H00822713"	"50488586"
"H00824313"	"50497433"
"H00810082"	"50520705"
"H00827692"	"50535906"
"H00822054"	"51591560"
"H00822058"	"51626099"
"H00823896"	"51674166"
"H00824361"	"51814634"
"H00824379"	"52015788"
"H00824593"	"52173474"
"H00824385"	"52312832"
"H00824439"	"52801571"
"H00824474"	"52949405"
"H00824482"	"53002901"
"H00824485"	"53434810"
"H00824487"	"53448824"
"H00008284"	"53473087"
"H00824492"	"53488221"
"H00824647"	"53903994"
"H00008402"	"53904480"
"H00824751"	"54429565"
"H00824763"	"54502454"
"H00813460"	"54633137"
"H00827068"	"54673283"
"H00827101"	"54724309"
"H00827478"	"54847596"
"H00828453"	"56448318"
"H00824766"	"56451013"
"H00829432"	"56482257"
"H00828881"	"57424995"
"H00828887"	"57670690"
"H00828890"	"57671723"
"H00828912"	"58103053"
"H00829240"	"59078983"
"H00829556"	"60315212"
"H00829558"	"60415337"
"H00829610"	"60686582"
"H00829649"	"60990022"
"H00829651"	"61094275"
"H00829667"	"61135613"
"H00829676"	"61263551"
"H00829845"	"61348805"
"H00829678"	"61356683"
"H00829700"	"61394802"
"H00829805"	"61661911"
"H00829807"	"62394773"
"H00830069"	"62489691"
"H00830070"	"62510795"
"H00830071"	"62537795"
"H00832044"	"62607189"
"H00830073"	"62613233"
"H00824340"	"62622909"
"H00830078"	"62635619"
"H00830099"	"62986287"
"H00830727"	"63025094"
"H00830091"	"63035240"
"H00830107"	"63277971"
"H00830122"	"63351347"
"H00830125"	"64178422"
"H00832055"	"64242311"
"H00832061"	"64981010"
"H00830844"	"65419336"
"H00830449"	"66687233"
"H00830991"	"66770853"
"H00831232"	"66811043"
"H00831242"	"66842535"
"H00832269"	"66987744"
"H00832276"	"66988289"
"H00830412"	"67015234"
"H00832435"	"67290694"
"H00832330"	"67371391"
"H00830180"	"67609046"
"H00832551"	"68072611"
"H00832553"	"68085544"
"H00832675"	"68397301"
"H00832678"	"68406929"
"H00832887"	"69027752"
"H00833219"	"69457995"
"H00992277"	"436438"
"H00990537"	"436439"
"H00990535"	"467392"
"H00990533"	"467397"
"H00989002"	"467401"
"H00988998"	"467403"
"H00988995"	"467405"
"H00990532"	"536474"
"H00988992"	"536476"
"H00009316"	"664362"
"H00009369"	"667840"
"H00988883"	"669061"
"H00988897"	"669717"
"H00992314"	"690641"
"H00988986"	"691622"
"H00990592"	"692021"
"H00990525"	"695206"
"H00990953"	"695210"
"H00993198"	"695217"
"H00009728"	"695220"
"H00988979"	"695222"
"H00988976"	"698066"
"H00988891"	"698069"
"H00009779"	"708268"
"H00988862"	"820275"
"H00990520"	"820337"
"H00988958"	"820420"
"H00988955"	"820442"
"H00988952"	"820453"
"H00989587"	"897160"
"H00989864"	"985576"
"H00989861"	"985719"
"H00989860"	"985734"
"H00011029"	"994596"
"H00989853"	"994598"
"H00988894"	"1007117"
"H00990913"	"1007185"
"H00989842"	"1007257"
"H00989839"	"1007269"
"H00990911"	"1007318"
"H00993896"	"1007513"
"H00992061"	"1015732"
"H00992019"	"1053272"
"H00989824"	"1081204"
"H00991059"	"1081241"
"H00989822"	"1082371"
"H00990116"	"1192904"
"H00990112"	"1212544"
"H00990103"	"1220734"
"H00000618"	"1229165"
"H00990887"	"1232118"
"H00990096"	"1271028"
"H00990095"	"1273078"
"H00990086"	"1273985"
"H00990077"	"1315702"
"H00990590"	"1315736"
"H00990069"	"1319060"
"H00990064"	"1341298"
"H00990060"	"1360252"
"H00990051"	"1372286"
"H00990048"	"1377255"
"H00993495"	"1377261"
"H00991519"	"1379766"
"H00990936"	"1390622"
"H00990028"	"1390865"
"H00990181"	"1395694"
"H00990166"	"1400988"
"H00990162"	"1404575"
"H00993475"	"1434191"
"H00001285"	"1438432"
"H00990649"	"1440905"
"H00990515"	"1457124"
"H00989406"	"1464169"
"H00990496"	"1480165"
"H00990490"	"1484375"
"H00990486"	"1487638"
"H00991256"	"1487665"
"H00990907"	"1487669"
"H00990483"	"1487674"
"H00988863"	"1497228"
"H00990477"	"1497841"
"H00990464"	"1502380"
"H00990461"	"1502392"
"H00990458"	"1502401"
"H00990454"	"1502407"
"H00990452"	"1502409"
"H00990450"	"1502417"
"H00990447"	"1502423"
"H00990442"	"1502446"
"H00990439"	"1502465"
"H00990436"	"1502485"
"H00990433"	"1503993"
"H00990256"	"1521872"
"H00991246"	"1523345"
"H00991271"	"1537754"
"H00990215"	"1542266"
"H00990764"	"1542369"
"H00990004"	"1553291"
"H00994353"	"1554499"
"H00989966"	"1572630"
"H00990896"	"1578889"
"H00993500"	"1578954"
"H00989950"	"1622362"
"H00989945"	"1636210"
"H00989935"	"1683099"
"H00990654"	"1695645"
"H00989929"	"1728636"
"H00989924"	"1729642"
"H00989923"	"1729993"
"H00988892"	"1735641"
"H00988906"	"1769720"
"H00989908"	"1786903"
"H00991914"	"1800995"
"H00989905"	"1809161"
"H00992363"	"1838025"
"H00989902"	"1842913"
"H00994511"	"1855664"
"H00989896"	"1866817"
"H00989894"	"1867456"
"H00002966"	"1889594"
"H00989764"	"1899261"
"H00989737"	"1899987"
"H00989732"	"1900000"
"H00989725"	"1902629"
"H00994058"	"1903727"
"H00989722"	"1904631"
"H00002995"	"1913013"
"H00989695"	"1914351"
"H00989648"	"1919920"
"H00989636"	"1922938"
"H00993690"	"1925892"
"H00989605"	"1932892"
"H00989596"	"1932931"
"H00989574"	"1936127"
"H00989452"	"1938047"
"H00989440"	"1941064"
"H00991762"	"1947893"
"H00994508"	"1948154"
"H00989399"	"1958197"
"H00989358"	"1989966"
"H00993505"	"1998590"
"H00989351"	"2000776"
"H00994504"	"2001329"
"H00989347"	"2022312"
"H00994342"	"2037334"
"H00988865"	"2039178"
"H00990591"	"2059746"
"H00991487"	"2082468"
"H00991208"	"2084052"
"H00989331"	"2085540"
"H00989326"	"2089239"
"H00989324"	"2089269"
"H00990901"	"2089401"
"H00993545"	"2089486"
"H00989312"	"2089564"
"H00989310"	"2089678"
"H00989302"	"2097224"
"H00989294"	"2120420"
"H00988869"	"2140781"
"H00989287"	"2140963"
"H00989282"	"2141293"
"H00989272"	"2142162"
"H00994374"	"2143930"
"H00991743"	"2146316"
"H00994514"	"2146331"
"H00994570"	"2149233"
"H00990959"	"2152810"
"H00990944"	"2152845"
"H00988889"	"2152857"
"H00989267"	"2152869"
"H00989266"	"2152972"
"H00989263"	"2152977"
"H00988890"	"2152990"
"H00989262"	"2153079"
"H00988936"	"2153617"
"H00989261"	"2153773"
"H00990964"	"2157124"
"H00991503"	"2174628"
"H00988917"	"2200925"
"H00989253"	"2206204"
"H00989245"	"2207947"
"H00989235"	"2209039"
"H00989232"	"2227737"
"H00989231"	"2231116"
"H00989225"	"2231297"
"H00989218"	"2244961"
"H00989214"	"2244990"
"H00994562"	"2251435"
"H00989204"	"2251543"
"H00989193"	"2251775"
"H00990620"	"2251950"
"H00989173"	"2257495"
"H00989172"	"2257934"
"H00989171"	"2257954"
"H00989170"	"2258411"
"H00989166"	"2275744"
"H00994477"	"2298329"
"H00988880"	"2299034"
"H00988912"	"2299995"
"H00993959"	"2300042"
"H00989141"	"2302638"
"H00989139"	"2303299"
"H00990909"	"2304692"
"H00989132"	"2305743"
"H00993329"	"2305745"
"H00994618"	"2305953"
"H00989128"	"2306090"
"H00991377"	"2308983"
"H00989063"	"2310144"
"H00989058"	"2310164"
"H00989056"	"2310262"
"H00992016"	"2310684"
"H00989046"	"2310743"
"H00989033"	"2312062"
"H00990554"	"2312069"
"H00989025"	"2312547"
"H00990627"	"2312790"
"H00991071"	"2312792"
"H00994582"	"2312862"
"H00991066"	"2312868"
"H00004177"	"2386590"
"H00991040"	"2642132"
"H00990594"	"2705003"
"H00988874"	"2727001"
"H00990596"	"2774301"
"H00990593"	"2875575"
"H00990882"	"3631115"
"H00990599"	"3666557"
"H00991317"	"3686677"
"H00990664"	"3745854"
"H00990573"	"4002219"
"H00991031"	"4337306"
"H00991042"	"4629195"
"H00993541"	"4688172"
"H00990974"	"4695699"
"H00007606"	"4836267"
"H00994639"	"4840343"
"H00990647"	"5207486"
"H00993467"	"5237091"
"H00991314"	"5371507"
"H00991297"	"5383870"
"H00991413"	"5431838"
"H00993665"	"5433632"
"H00991549"	"5464054"
"H00990661"	"5789256"
"H00994650"	"6058200"
"H00990606"	"6423712"
"H00990713"	"6649424"
"H00990693"	"6663063"
"H00993551"	"6688963"
"H00990852"	"6732752"
"H00990801"	"6751467"
"H00994546"	"6761110"
"H00991543"	"6770204"
"H00988932"	"6806821"
"H00990995"	"6819423"
"H00990797"	"6819439"
"H00991432"	"6831732"
"H00991530"	"6835778"
"H00990760"	"6843583"
"H00990716"	"6868901"
"H00990755"	"6902724"
"H00991023"	"6968391"
"H00990749"	"7336767"
"H00990758"	"7947536"
"H00990783"	"8192651"
"H00990780"	"8568747"
"H00990819"	"8851090"
"H00990826"	"8922234"
"H00990830"	"8922235"
"H00000060"	"10229682"
"H00990843"	"11454152"
"H00990822"	"11470807"
"H00991500"	"11911119"
"H00990834"	"12052862"
"H00990855"	"12628529"
"H00990823"	"12666851"
"H00990905"	"12877101"
"H00991004"	"12879800"
"H00990919"	"13819364"
"H00991020"	"15026186"
"H00002159"	"16151465"
"H00991080"	"16898172"
"H00991116"	"18473844"
"H00991113"	"18478253"
"H00991150"	"18485152"
"H00991114"	"18516022"
"H00991205"	"19570849"
"H00991232"	"19682796"
"H00991266"	"19755938"
"H00991272"	"19843324"
"H00991330"	"20060956"
"H00991361"	"21630554"
"H00991423"	"21807783"
"H00991427"	"23464698"
"H00991436"	"23625645"
"H00991458"	"23841656"
"H00004166"	"23922919"
"H00991464"	"23948869"
"H00991465"	"24012274"
"H00991057"	"25637758"
"H00004360"	"25643872"
"H00992093"	"26224419"
"H00991675"	"28471450"
"H00991089"	"28525121"
"H00991595"	"28706759"
"H00004860"	"29439474"
"H00991741"	"29853093"
"H00991694"	"30801495"
"H00991714"	"31578767"
"H00991709"	"32309564"
"H00991720"	"33500858"
"H00991722"	"33530235"
"H00991727"	"34018844"
"H00991738"	"34074439"
"H00991756"	"35980751"
"H00991899"	"36251750"
"H00991767"	"36367370"
"H00991598"	"36474649"
"H00991808"	"37310623"
"H00991872"	"38808167"
"H00991839"	"38808642"
"H00991874"	"38968200"
"H00992645"	"39283753"
"H00991882"	"39284217"
"H00991886"	"39284868"
"H00005786"	"39285043"
"H00992021"	"42117291"
"H00992228"	"42372992"
"H00992459"	"42614494"
"H00991995"	"42918843"
"H00992098"	"43649134"
"H00992052"	"43679019"
"H00992056"	"43962029"
"H00992090"	"43966480"
"H00992100"	"44461644"
"H00992094"	"44463798"
"H00992102"	"44475993"
"H00992147"	"45585554"
"H00992148"	"45839799"
"H00992227"	"45937701"
"H00992238"	"46008091"
"H00992260"	"46058743"
"H00992270"	"46149755"
"H00992558"	"47952123"
"H00992361"	"48502929"
"H00992388"	"49406066"
"H00007784"	"49555666"
"H00992431"	"50027720"
"H00993289"	"50259396"
"H00992475"	"50458721"
"H00992451"	"50796042"
"H00992582"	"51809153"
"H00992587"	"51815494"
"H00992636"	"52672640"
"H00993000"	"54600177"
"H00993060"	"54631706"
"H00993348"	"56112221"
"H00993462"	"58736259"
"H00993709"	"58738377"
"H00993557"	"58988465"
"H00993593"	"60031929"
"H00993670"	"60596617"
"H00993610"	"60904572"
"H00993619"	"60913265"
"H00993660"	"61663780"
"H00993765"	"64239901"
"H00993924"	"65022012"
"H00994213"	"67629309"
"H00994221"	"68088885"
"H00994234"	"68092557"
"H00994237"	"68397184"
"H00994232"	"68486616"
"H00994271"	"68564919"
"H00994274"	"68589535"
"H00994278"	"69037136"
"H00994379"	"69327111"
"H00994393"	"69461089"
"H00994470"	"70164860"
"H00990157"	"70427146"
"H00994280"	"70642935"
"H00803640"	"739022"
"H00802768"	"1023272"
"H00803512"	"1408674"
"H00002936"	"1872536"
"H00803532"	"2132638"
"H00803026"	"2152907"
"H00802992"	"2152949"
"H00803585"	"4837382"
"H00803054"	"5300582"
"H00802775"	"5376578"
"H00802902"	"6386791"
"H00802950"	"8502475"
"H00802967"	"9186808"
"H00802974"	"11242994"
"H00803004"	"14095153"
"H00803007"	"15215620"
"H00002710"	"17591275"
"H00803562"	"18444358"
"H00803063"	"21630177"
"H00803122"	"24056827"
"H00803151"	"26408651"
"H00803163"	"28062622"
"H00803227"	"31496795"
"H00803281"	"36190324"
"H00803314"	"40876153"
"H00803450"	"45987394"
"H00803551"	"64184818"
"H00006184"	"430479"
"H00133929"	"430488"
"H00134240"	"447580"
"H00133646"	"447663"
"H00134236"	"450383"
"H00134216"	"458508"
"H00007072"	"458745"
"H00134209"	"459003"
"H00133724"	"467511"
"H00134197"	"468269"
"H00133665"	"479778"
"H00133684"	"479780"
"H00133678"	"479782"
"H00133659"	"480489"
"H00134187"	"531778"
"H00134183"	"605883"
"H00137496"	"654657"
"H00134160"	"790611"
"H00010080"	"792914"
"H00134141"	"820575"
"H00133708"	"827336"
"H00133729"	"845337"
"H00134389"	"890956"
"H00134387"	"894204"
"H00134383"	"906398"
"H00134377"	"964830"
"H00134373"	"982070"
"H00134364"	"1006172"
"H00134351"	"1010327"
"H00134334"	"1013179"
"H00134330"	"1013355"
"H00138258"	"1048715"
"H00134295"	"1061969"
"H00138752"	"1080428"
"H00133643"	"1083984"
"H00134246"	"1118830"
"H00000362"	"1163928"
"H00137640"	"1179839"
"H00133661"	"1220740"
"H00000581"	"1224199"
"H00134615"	"1272710"
"H00134609"	"1302061"
"H00134593"	"1320162"
"H00134558"	"1384910"
"H00134555"	"1405869"
"H00001100"	"1406275"
"H00001098"	"1406277"
"H00134546"	"1436235"
"H00001257"	"1436237"
"H00133618"	"1462996"
"H00136492"	"1476154"
"H00134505"	"1489209"
"H00134483"	"1497075"
"H00001591"	"1502523"
"H00134461"	"1505471"
"H00134452"	"1564297"
"H00134441"	"1597487"
"H00134430"	"1624104"
"H00135368"	"1688663"
"H00138056"	"1688673"
"H00002370"	"1688677"
"H00134415"	"1712388"
"H00135015"	"1768420"
"H00135236"	"1806341"
"H00134998"	"1807578"
"H00002837"	"1808312"
"H00138416"	"1810666"
"H00134961"	"1817505"
"H00138635"	"1826351"
"H00138015"	"1826497"
"H00134893"	"1850315"
"H00134889"	"1850393"
"H00134888"	"1850402"
"H00134883"	"1850455"
"H00138940"	"1871697"
"H00134844"	"1881914"
"H00134834"	"1911024"
"H00135792"	"1922714"
"H00134811"	"1935204"
"H00136424"	"1938384"
"H00134773"	"1953670"
"H00135321"	"1970570"
"H00133704"	"1979441"
"H00134727"	"1990700"
"H00003284"	"1996341"
"H00134724"	"2002975"
"H00136335"	"2006793"
"H00136237"	"2007186"
"H00135185"	"2009489"
"H00003297"	"2011056"
"H00135166"	"2011080"
"H00135144"	"2015859"
"H00135102"	"2031142"
"H00135077"	"2031275"
"H00135273"	"2031311"
"H00139020"	"2031327"
"H00135068"	"2031509"
"H00135040"	"2034562"
"H00135026"	"2034737"
"H00133900"	"2039290"
"H00133864"	"2052797"
"H00133838"	"2060853"
"H00135335"	"2067956"
"H00135798"	"2070390"
"H00133793"	"2082471"
"H00003559"	"2147811"
"H00134118"	"2149208"
"H00134110"	"2157065"
"H00135315"	"2172109"
"H00134057"	"2270997"
"H00138937"	"2294920"
"H00134045"	"2299674"
"H00133623"	"2301808"
"H00138476"	"2303748"
"H00134024"	"2316233"
"H00134002"	"2328013"
"H00133996"	"2328830"
"H00133969"	"2366441"
"H00133950"	"2511580"
"H00135221"	"2576315"
"H00135207"	"2585975"
"H00135300"	"2615553"
"H00136732"	"2642077"
"H00136641"	"2642095"
"H00135309"	"2704869"
"H00135814"	"2783587"
"H00135303"	"3041822"
"H00138788"	"3181645"
"H00136411"	"3673179"
"H00136284"	"4548358"
"H00136441"	"4649606"
"H00136050"	"4999200"
"H00135811"	"5128775"
"H00135433"	"5207250"
"H00008035"	"5207798"
"H00135780"	"5243987"
"H00136116"	"5278685"
"H00136574"	"5304089"
"H00138369"	"5345890"
"H00138147"	"5380123"
"H00138529"	"5384122"
"H00138398"	"5432275"
"H00008423"	"5439660"
"H00136385"	"5470792"
"H00136477"	"5488413"
"H00138323"	"5517574"
"H00136290"	"5528907"
"H00136448"	"5606855"
"H00136356"	"5656544"
"H00135409"	"5673706"
"H00139077"	"5894725"
"H00135400"	"5964240"
"H00138396"	"5980968"
"H00139081"	"6020335"
"H00136499"	"6022318"
"H00139082"	"6082902"
"H00135348"	"6106822"
"H00008890"	"6213780"
"H00135407"	"6287483"
"H00009172"	"6510315"
"H00135491"	"6666588"
"H00135495"	"6800877"
"H00137942"	"6846167"
"H00135381"	"6846261"
"H00135462"	"6866794"
"H00136319"	"6941023"
"H00135507"	"7491676"
"H00135517"	"7839244"
"H00135520"	"7934095"
"H00135526"	"7934099"
"H00135533"	"8021114"
"H00135548"	"8147010"
"H00135557"	"8177726"
"H00135613"	"8338469"
"H00135569"	"8340865"
"H00135593"	"8372464"
"H00135481"	"8555445"
"H00135616"	"8581831"
"H00135596"	"8589998"
"H00135636"	"8829447"
"H00135653"	"8921094"
"H00135750"	"9082089"
"H00010735"	"9196600"
"H00135319"	"9519031"
"H00135691"	"9595576"
"H00135686"	"9628752"
"H00135657"	"9650565"
"H00135699"	"10158426"
"H00135714"	"11020552"
"H00136068"	"12803694"
"H00135788"	"12841024"
"H00136046"	"14003256"
"H00136082"	"15735615"
"H00136108"	"16944763"
"H00136148"	"18025232"
"H00136159"	"18047017"
"H00136192"	"19477879"
"H00003144"	"19596092"
"H00136198"	"19599186"
"H00136207"	"19845948"
"H00136171"	"20572311"
"H00136273"	"21788205"
"H00136286"	"22037654"
"H00136293"	"23570969"
"H00136305"	"23742261"
"H00136298"	"23798992"
"H00136296"	"23808273"
"H00136315"	"24048312"
"H00004294"	"25150202"
"H00136710"	"25226643"
"H00136513"	"25485092"
"H00136531"	"26614612"
"H00136525"	"26856985"
"H00136527"	"27276393"
"H00136585"	"28069063"
"H00136609"	"28544063"
"H00136614"	"28637493"
"H00136622"	"28762176"
"H00136624"	"28793920"
"H00136791"	"29512989"
"H00004924"	"29597640"
"H00136784"	"30000310"
"H00136735"	"32622108"
"H00136804"	"33522070"
"H00136650"	"33998224"
"H00136677"	"35957963"
"H00136687"	"36279965"
"H00137527"	"36648925"
"H00136708"	"36689635"
"H00005793"	"39400195"
"H00136819"	"40362585"
"H00136836"	"41144608"
"H00137092"	"43574300"
"H00137224"	"43713697"
"H00136112"	"44233012"
"H00137426"	"44363807"
"H00137430"	"44464976"
"H00137473"	"45670886"
"H00137592"	"46079957"
