"网金社酒店代码"	"对应酒店代码"
"H00085761"	"2310208"
"H00019257"	"2312284"
"H00019302"	"2313559"
"H00004027"	"2323087"
"H00020277"	"2335313"
"H00020268"	"2340454"
"H00020052"	"2360661"
"H00020017"	"2364854"
"H00019222"	"2364938"
"H00020012"	"2367560"
"H00090895"	"2367805"
"H00025431"	"2377531"
"H00020002"	"2377624"
"H00019951"	"2381463"
"H00019937"	"2382247"
"H00019932"	"2384980"
"H00019923"	"2388678"
"H00020265"	"2400341"
"H00025528"	"2470476"
"H00020970"	"2470653"
"H00020244"	"2479170"
"H00020222"	"2485029"
"H00020218"	"2496296"
"H00033815"	"2504755"
"H00084634"	"2511588"
"H00020204"	"2526834"
"H00033103"	"2531124"
"H00025641"	"2533768"
"H00020924"	"2576944"
"H00020930"	"2581336"
"H00020943"	"2599675"
"H00084041"	"2617549"
"H00004475"	"2624763"
"H00020949"	"2642499"
"H00020959"	"2646171"
"H00085978"	"2703252"
"H00026510"	"2850224"
"H00035405"	"2862136"
"H00026426"	"2882516"
"H00025080"	"2924929"
"H00086368"	"3181011"
"H00021316"	"3292432"
"H00091749"	"3744773"
"H00020387"	"4029077"
"H00025383"	"4038902"
"H00033763"	"4047098"
"H00022363"	"4310681"
"H00062499"	"4641101"
"H00019015"	"4738848"
"H00033100"	"4739167"
"H00037985"	"4740857"
"H00092713"	"4743177"
"H00019148"	"4745736"
"H00023652"	"5007502"
"H00084602"	"5052375"
"H00087120"	"5073181"
"H00022056"	"5074780"
"H00007986"	"5160368"
"H00042566"	"5219080"
"H00021328"	"5237898"
"H00020986"	"5247358"
"H00027181"	"5250046"
"H00067525"	"5267247"
"H00084053"	"5320288"
"H00025067"	"5352453"
"H00033901"	"5381868"
"H00033344"	"5382289"
"H00086631"	"5439331"
"H00033381"	"5482919"
"H00008480"	"5512889"
"H00032624"	"5521895"
"H00087577"	"5545903"
"H00033536"	"5559933"
"H00083935"	"5565722"
"H00008507"	"5575368"
"H00023048"	"5640022"
"H00086192"	"5664118"
"H00008546"	"5674198"
"H00084595"	"5725270"
"H00008582"	"5756730"
"H00086206"	"5896596"
"H00033482"	"5979162"
"H00008690"	"5982739"
"H00022778"	"5982840"
"H00083960"	"5983555"
"H00087458"	"6001358"
"H00093098"	"6003266"
"H00093122"	"6025189"
"H00087117"	"6042262"
"H00033888"	"6043058"
"H00093043"	"6049979"
"H00023474"	"6081526"
"H00022405"	"6111266"
"H00024395"	"6114293"
"H00021331"	"6298589"
"H00021994"	"6419797"
"H00022390"	"6476589"
"H00024775"	"6741840"
"H00031893"	"6757231"
"H00032023"	"6779598"
"H00022711"	"6801143"
"H00024661"	"6820737"
"H00026941"	"6832600"
"H00085944"	"6859360"
"H00024013"	"6862786"
"H00064187"	"7350614"
"H00024716"	"7397096"
"H00024323"	"7800147"
"H00024414"	"7863045"
"H00024458"	"7954209"
"H00024560"	"8034768"
"H00024578"	"8058615"
"H00024622"	"8063128"
"H00024627"	"8063129"
"H00024712"	"8236449"
"H00024539"	"8394656"
"H00038683"	"8529807"
"H00024346"	"8546860"
"H00024398"	"8571574"
"H00024450"	"8571577"
"H00024603"	"8571625"
"H00025102"	"8582726"
"H00025217"	"8588446"
"H00024789"	"8588682"
"H00010529"	"8594346"
"H00020581"	"8650142"
"H00025079"	"8657007"
"H00025107"	"8802894"
"H00010593"	"8899814"
"H00025131"	"8923922"
"H00025308"	"9498797"
"H00027549"	"9536098"
"H00026928"	"9542555"
"H00010838"	"9628121"
"H00025268"	"9792637"
"H00025352"	"9823457"
"H00023396"	"10226404"
"H00025340"	"10844258"
"H00035264"	"10929312"
"H00025681"	"10995736"
"H00025237"	"11058360"
"H00025448"	"11074944"
"H00069029"	"11075420"
"H00025732"	"11082353"
"H00026890"	"11086941"
"H00025453"	"11546492"
"H00027721"	"12496216"
"H00027048"	"13959593"
"H00027625"	"13968392"
"H00027313"	"13987169"
"H00027610"	"14534089"
"H00040434"	"15139750"
"H00027744"	"15849645"
"H00028976"	"15964465"
"H00028850"	"16002739"
"H00028980"	"16044403"
"H00029159"	"16297041"
"H00029192"	"17055378"
"H00031317"	"17324727"
"H00029892"	"17335204"
"H00029428"	"17344745"
"H00023974"	"17481316"
"H00029942"	"17491670"
"H00029955"	"17534682"
"H00029995"	"17925483"
"H00030008"	"17971424"
"H00030009"	"18056266"
"H00030013"	"18075959"
"H00030029"	"18105287"
"H00030041"	"18416047"
"H00030158"	"18436000"
"H00002884"	"18443685"
"H00031456"	"18462484"
"H00030777"	"18470547"
"H00030798"	"18473905"
"H00030048"	"18483045"
"H00035816"	"18489047"
"H00030731"	"18492964"
"H00030135"	"18519161"
"H00031285"	"18523261"
"H00031199"	"18524787"
"H00030304"	"19435406"
"H00030558"	"19591022"
"H00031362"	"19634090"
"H00031497"	"19739119"
"H00003220"	"19827921"
"H00031964"	"21132617"
"H00032080"	"21335642"
"H00032108"	"21337023"
"H00032076"	"21424584"
"H00032166"	"21675177"
"H00032502"	"21789924"
"H00032308"	"21790048"
"H00032589"	"22671655"
"H00032789"	"23801842"
"H00032934"	"24000116"
"H00032963"	"24465539"
"H00032970"	"24612499"
"H00004319"	"25227537"
"H00035081"	"25885064"
"H00004561"	"26587650"
"H00034896"	"26623108"
"H00004625"	"27832370"
"H00004665"	"28130447"
"H00035025"	"28364562"
"H00035818"	"28516727"
"H00035752"	"28518747"
"H00035252"	"28557773"
"H00035401"	"29513386"
"H00039044"	"29998399"
"H00035964"	"31494386"
"H00038790"	"31495372"
"H00035990"	"32760430"
"H00035994"	"33434158"
"H00005221"	"33450094"
"H00036001"	"33516680"
"H00038668"	"33523250"
"H00050503"	"33550988"
"H00039588"	"33587326"
"H00040450"	"33636406"
"H00040209"	"35542837"
"H00040458"	"35930319"
"H00037878"	"35963124"
"H00037895"	"36184870"
"H00040075"	"36833590"
"H00051867"	"36863629"
"H00034320"	"37346370"
"H00040037"	"39461106"
"H00040095"	"39540942"
"H00040222"	"41629112"
"H00040462"	"41630215"
"H00086031"	"42142631"
"H00040216"	"42202033"
"H00041165"	"42218113"
"H00042759"	"42711271"
"H00051587"	"42720579"
"H00051883"	"42738793"
"H00034596"	"42796089"
"H00041361"	"42803493"
"H00066806"	"43131397"
"H00052507"	"43450077"
"H00052516"	"43454347"
"H00052638"	"43520887"
"H00068240"	"43646937"
"H00051843"	"44186616"
"H00035094"	"45055643"
"H00056527"	"45927601"
"H00058195"	"46272663"
"H00062095"	"46682192"
"H00065334"	"46946540"
"H00064535"	"48563285"
"H00064183"	"48584386"
"H00068134"	"49508246"
"H00066061"	"49842203"
"H00069278"	"50463848"
"H00073242"	"50504692"
"H00073840"	"51316588"
"H00073847"	"51684286"
"H00074501"	"52102451"
"H00074855"	"52172545"
"H00082773"	"52186217"
"H00074470"	"52521147"
"H00075222"	"52848344"
"H00038658"	"53260771"
"H00076275"	"53898491"
"H00076605"	"54581202"
"H00054680"	"54635757"
"H00081724"	"55900454"
"H00030414"	"56357170"
"H00043868"	"56614509"
"H00084645"	"57038382"
"H00053550"	"57073680"
"H00089072"	"60668134"
"H00086559"	"63440856"
"H00087074"	"63450167"
"H00086998"	"64267360"
"H00087642"	"66769411"
"H00090217"	"68039312"
"H00090578"	"69028509"
"H00211538"	"892821"
"H00211523"	"895510"
"H00211497"	"900995"
"H00212088"	"901013"
"H00211554"	"911825"
"H00212357"	"1115052"
"H00000608"	"1228588"
"H00211470"	"1298885"
"H00211411"	"1343168"
"H00211468"	"1350391"
"H00212831"	"1419879"
"H00211446"	"1430192"
"H00211598"	"1535941"
"H00213244"	"1733433"
"H00211527"	"1747619"
"H00002708"	"1768331"
"H00212533"	"2009030"
"H00212496"	"2038553"
"H00211425"	"2059458"
"H00211474"	"2218186"
"H00211413"	"2301818"
"H00212085"	"2702390"
"H00211606"	"4605716"
"H00213041"	"4632819"
"H00211415"	"4825280"
"H00212827"	"5347302"
"H00213145"	"5950993"
"H00213160"	"6018644"
"H00211905"	"6489831"
"H00211911"	"6532851"
"H00211938"	"6533232"
"H00009740"	"6982015"
"H00009896"	"7361769"
"H00211964"	"7586060"
"H00211977"	"8028332"
"H00211974"	"8692475"
"H00212104"	"15226245"
"H00003751"	"22420195"
"H00003823"	"22816789"
"H00004568"	"26586083"
"H00212249"	"26614812"
"H00212063"	"28062666"
"H00212344"	"34072693"
"H00006645"	"43855620"
"H00212467"	"45567121"
"H00212928"	"62631428"
"H00213084"	"67428735"
"H00213087"	"68087823"
"H00213096"	"68109065"
"H00213097"	"68264835"
"H00734865"	"435487"
"H00735091"	"435491"
"H00728799"	"440682"
"H00006767"	"442518"
"H00740056"	"446844"
"H00728789"	"448759"
"H00007391"	"474028"
"H00731947"	"481210"
"H00734583"	"512454"
"H00734710"	"512484"
"H00742493"	"512508"
"H00742514"	"512520"
"H00742628"	"668021"
"H00728763"	"698116"
"H00728771"	"698247"
"H00728787"	"700889"
"H00740584"	"812286"
"H00742513"	"895091"
"H00735107"	"983685"
"H00740470"	"995737"
"H00730244"	"996432"
"H00730248"	"996463"
"H00741407"	"996475"
"H00734580"	"996655"
"H00736109"	"998362"
"H00735684"	"1063695"
"H00740479"	"1452458"
"H00732191"	"1489702"
"H00731224"	"1498554"
"H00740536"	"1508397"
"H00742433"	"1520163"
"H00001889"	"1569916"
"H00001955"	"1580046"
"H00001932"	"1581294"
"H00001960"	"1581584"
"H00741409"	"1598469"
"H00735845"	"1610879"
"H00740086"	"1613822"
"H00735216"	"1614853"
"H00730855"	"1614864"
"H00735799"	"1614874"
"H00739021"	"1614892"
"H00739302"	"1614938"
"H00002167"	"1614944"
"H00734430"	"1614954"
"H00742626"	"1614967"
"H00740429"	"1614992"
"H00730344"	"1615142"
"H00742439"	"1615171"
"H00740493"	"1615231"
"H00731369"	"1615455"
"H00740462"	"1615543"
"H00740482"	"1615577"
"H00740048"	"1615626"
"H00732916"	"1615638"
"H00740278"	"1615644"
"H00735701"	"1615650"
"H00741116"	"1615651"
"H00742633"	"1615667"
"H00728744"	"1615671"
"H00732354"	"1615690"
"H00742801"	"1615698"
"H00730480"	"1615699"
"H00732193"	"1615707"
"H00728804"	"1615754"
"H00740553"	"1615761"
"H00730476"	"1615767"
"H00740303"	"1615795"
"H00741301"	"1615848"
"H00737056"	"1615870"
"H00735818"	"1615874"
"H00740445"	"1615875"
"H00740419"	"1615878"
"H00731098"	"1615880"
"H00734850"	"1615900"
"H00730510"	"1631608"
"H00002486"	"1716415"
"H00742625"	"1761290"
"H00732943"	"1780141"
"H00002846"	"1828070"
"H00740037"	"2298907"
"H00732759"	"2307814"
"H00730371"	"2334373"
"H00741038"	"2962471"
"H00733009"	"4309700"
"H00734586"	"4496617"
"H00735955"	"4601758"
"H00740437"	"4727625"
"H00742779"	"4727653"
"H00740679"	"4730137"
"H00732069"	"5223897"
"H00730366"	"5237203"
"H00740387"	"5237901"
"H00741246"	"5238089"
"H00731075"	"5248050"
"H00732977"	"5316401"
"H00740488"	"5316540"
"H00008380"	"5380360"
"H00733016"	"5384561"
"H00733149"	"5414383"
"H00008558"	"5703332"
"H00731127"	"6266293"
"H00731021"	"6304737"
"H00730424"	"6490208"
"H00728740"	"6532795"
"H00731564"	"6589301"
"H00742921"	"6742118"
"H00733175"	"6784725"
"H00732667"	"6831744"
"H00731757"	"6838252"
"H00731356"	"7139289"
"H00731391"	"7314534"
"H00731582"	"7954175"
"H00732682"	"8562017"
"H00731755"	"8921009"
"H00731857"	"11450593"
"H00731912"	"12650214"
"H00732136"	"14213654"
"H00732258"	"15879204"
"H00732280"	"15901308"
"H00003067"	"19453223"
"H00732536"	"19887006"
"H00732565"	"21725408"
"H00732588"	"21787938"
"H00732590"	"21796506"
"H00732710"	"24163954"
"H00004704"	"28357752"
"H00734569"	"36468899"
"H00735912"	"40365044"
"H00006060"	"42518447"
"H00734883"	"43825016"
"H00734886"	"43826722"
"H00735215"	"44206121"
"H00739662"	"55239792"
"H00739013"	"55439543"
"H00740032"	"58319672"
"H00741048"	"62689442"
"H00742244"	"67229598"
"H00006810"	"446064"
"H00007410"	"473238"
"H00007961"	"511486"
"H00994893"	"607312"
"H01010769"	"667596"
"H01000573"	"769468"
"H01005301"	"770990"
"H01000957"	"770995"
"H00000183"	"1069861"
"H00994824"	"1107315"
"H01010741"	"1205155"
"H01011012"	"1231886"
"H00000639"	"1243844"
"H00000677"	"1250886"
"H00998757"	"1270815"
"H01006240"	"1318298"
"H00994793"	"1452367"
"H01000412"	"1502598"
"H00001818"	"1535939"
"H00994820"	"1535940"
"H00002357"	"1687191"
"H00998304"	"1693213"
"H00997582"	"1693257"
"H01010793"	"1698578"
"H00997600"	"1698612"
"H01000652"	"1703939"
"H01009310"	"1712792"
"H01001279"	"1740831"
"H01008942"	"1754365"
"H01005472"	"1762624"
"H01008928"	"1944525"
"H01003693"	"1944582"
"H01008520"	"1944686"
"H00994764"	"1947832"
"H00994725"	"2060758"
"H00994782"	"2080271"
"H00998253"	"2100530"
"H01000949"	"2285170"
"H01000297"	"2540691"
"H00004603"	"2707050"
"H01010779"	"2907893"
"H01010735"	"2980450"
"H01009104"	"3113765"
"H01010744"	"4399625"
"H01008389"	"4494735"
"H01008946"	"4603904"
"H01000603"	"5099360"
"H00997670"	"5374824"
"H01000367"	"5377533"
"H01008441"	"5470347"
"H00997548"	"6159862"
"H00009006"	"6337412"
"H01005659"	"6511068"
"H00998424"	"6652153"
"H00998086"	"6814258"
"H00998635"	"6818756"
"H01011036"	"6823773"
"H00998412"	"6824201"
"H00998468"	"7299453"
"H00998492"	"7498483"
"H00998601"	"8373591"
"H00998327"	"9876008"
"H00998769"	"10606725"
"H00998975"	"11270302"
"H00998994"	"11978811"
"H00999322"	"14418727"
"H00999331"	"14615961"
"H00999386"	"15042802"
"H00999402"	"15084694"
"H00999417"	"15228784"
"H00999452"	"15335354"
"H00999453"	"15725447"
"H00999468"	"15733535"
"H00999648"	"16012898"
"H00999705"	"16899393"
"H00999720"	"17328590"
"H00999677"	"17589425"
"H01000044"	"18467502"
"H01000494"	"21018450"
"H00003645"	"21927421"
"H00003654"	"21928220"
"H01001904"	"25367117"
"H00004323"	"25396360"
"H01001091"	"25827211"
"H01001112"	"25883888"
"H01001758"	"26349154"
"H01001236"	"26393947"
"H01002097"	"27684608"
"H01010633"	"28069061"
"H01001764"	"29493982"
"H01005499"	"31197913"
"H01001875"	"31452995"
"H01002818"	"33449545"
"H01004453"	"43130998"
"H01005470"	"44012002"
"H00007131"	"46007582"
"H01004639"	"46080007"
"H01004816"	"48003826"
"H01005300"	"49812667"
"H01008497"	"50452286"
"H01006467"	"50484072"
"H01006468"	"50506868"
"H01006569"	"52178191"
"H01006578"	"52983492"
"H01006662"	"53925223"
"H01009572"	"53963704"
"H01006745"	"54108652"
"H01008566"	"54733134"
"H01007893"	"54733864"
"H01009461"	"56600783"
"H01009220"	"59411394"
"H01009357"	"61523177"
"H01009443"	"61664646"
"H01009878"	"66442945"
"H01010551"	"68096279"
"H01010569"	"68221842"
"H01010760"	"70159050"
"H00266559"	"448369"
"H00263923"	"481753"
"H00009869"	"744589"
"H00262464"	"805522"
"H00262435"	"813196"
"H00262430"	"858556"
"H00262417"	"891719"
"H00262415"	"906124"
"H00266338"	"968069"
"H00265740"	"971823"
"H00262622"	"976486"
"H00262713"	"994134"
"H00265022"	"999378"
"H00262587"	"1004809"
"H00262658"	"1056222"
"H00262654"	"1099052"
"H00262648"	"1137245"
"H00262993"	"1222123"
"H00262707"	"1434015"
"H00262705"	"1437474"
"H00262247"	"1497227"
"H00262703"	"1498328"
"H00262701"	"1503331"
"H00262697"	"1582662"
"H00262696"	"1609711"
"H00262684"	"1609827"
"H00262385"	"1738526"
"H00262255"	"1776585"
"H00262377"	"1854427"
"H00262375"	"1891639"
"H00262368"	"1997064"
"H00262243"	"2046108"
"H00003368"	"2053845"
"H00262239"	"2116472"
"H00262337"	"2172995"
"H00262310"	"2380732"
"H00262719"	"2589150"
"H00262737"	"2864644"
"H00264090"	"2870031"
"H00263968"	"4605809"
"H00262837"	"4818554"
"H00266940"	"4820708"
"H00266859"	"4825834"
"H00265178"	"5246912"
"H00263042"	"5248985"
"H00265377"	"5249067"
"H00266987"	"5266511"
"H00263901"	"5316581"
"H00267006"	"5374663"
"H00266966"	"5374664"
"H00263142"	"5381144"
"H00266172"	"5683171"
"H00266390"	"6300760"
"H00263448"	"6385113"
"H00263450"	"6396567"
"H00263085"	"6521913"
"H00263485"	"6525145"
"H00263136"	"6747090"
"H00262755"	"6752127"
"H00262751"	"6785928"
"H00267013"	"6791319"
"H00267284"	"6802478"
"H00267290"	"6837239"
"H00263775"	"6839246"
"H00266503"	"6884937"
"H00266963"	"6948338"
"H00263552"	"7659998"
"H00264643"	"11468152"
"H00264014"	"14211659"
"H00001349"	"14583605"
"H00264136"	"15889372"
"H00264141"	"15931513"
"H00264166"	"17097590"
"H00264242"	"19878844"
"H00264363"	"23893543"
"H00264358"	"23930354"
"H00264409"	"24850125"
"H00264473"	"25741578"
"H00264498"	"26402943"
"H00264525"	"26451443"
"H00264833"	"28275577"
"H00264899"	"28756759"
"H00265383"	"36286251"
"H00265417"	"37190039"
"H00265676"	"48539926"
"H00265972"	"51842963"
"H00266002"	"54363667"
"H00266241"	"61486063"
"H00266247"	"61490905"
"H00266256"	"61656953"
"H00266272"	"62392516"
"H00266429"	"65172464"
"H00266510"	"67518386"
"H00266405"	"67615584"
"H00266519"	"68072687"
"H00266522"	"68075105"
"H00266531"	"68091615"
"H00266664"	"69317327"
"H01031737"	"448774"
"H00006962"	"453437"
"H00008765"	"606171"
"H01013177"	"635058"
"H01013206"	"660097"
"H00009253"	"662329"
"H00009298"	"662404"
"H00009348"	"666478"
"H01013082"	"916122"
"H01030936"	"1136649"
"H01017054"	"1257450"
"H01013077"	"1257519"
"H01028523"	"1257704"
"H01020957"	"1372241"
"H01014580"	"1379600"
"H01028604"	"1385621"
"H01032265"	"1389266"
"H01016781"	"1414537"
"H01015867"	"1433178"
"H01016749"	"1433491"
"H01017270"	"1466299"
"H01028782"	"1500147"
"H01013140"	"1535944"
"H01013137"	"1535982"
"H01028848"	"1591183"
"H01018492"	"1701812"
"H01022280"	"1763409"
"H01022279"	"1808359"
"H01014669"	"2000549"
"H01016830"	"2006549"
"H01015655"	"2081871"
"H01016706"	"2151595"
"H01015660"	"2290458"
"H01014589"	"2302563"
"H01013074"	"2305563"
"H01013153"	"2313575"
"H01018478"	"2393588"
"H01015692"	"2571861"
"H01014432"	"2998935"
"H01031829"	"4496395"
"H00007327"	"4690520"
"H01032317"	"4730861"
"H00007905"	"5080929"
"H01016804"	"5336576"
"H01014974"	"6064912"
"H00009160"	"6503444"
"H01015283"	"6743063"
"H01015421"	"8498174"
"H01015419"	"8527343"
"H01015331"	"8575112"
"H01015436"	"8659426"
"H01015520"	"8871025"
"H01015657"	"9152680"
"H01015598"	"9241138"
"H01015743"	"11498630"
"H01016105"	"14481132"
"H01016169"	"15092353"
"H01016307"	"15878984"
"H01016587"	"18056264"
"H01016631"	"19496485"
"H01017238"	"23622974"
"H01017679"	"26430438"
"H01018162"	"28425295"
"H01018426"	"29854074"
"H01018438"	"30772444"
"H01019549"	"32174979"
"H01019553"	"35504435"
"H00005697"	"38397988"
"H01022604"	"44184253"
"H01021141"	"44186958"
"H01022674"	"48582809"
"H01022919"	"49813090"
"H01025347"	"51916109"
"H01025789"	"54546770"
"H01029081"	"61001527"
"H01029135"	"61695086"
"H01029430"	"63278485"
"H01031672"	"69364827"
"H00755480"	"476215"
"H00756718"	"479477"
"H00759804"	"603102"
"H00755671"	"661027"
"H00756721"	"779905"
"H00756715"	"779911"
"H00755642"	"797562"
"H00759105"	"839214"
"H00756405"	"857169"
"H00755598"	"913541"
"H00755571"	"953727"
"H00759929"	"953885"
"H00755540"	"962532"
"H00755745"	"973336"
"H00757506"	"979317"
"H00755735"	"979544"
"H00010918"	"979546"
"H00755970"	"979548"
"H00010915"	"979550"
"H00755726"	"979552"
"H00756104"	"979554"
"H00755966"	"979556"
"H00755961"	"979557"
"H00760055"	"993614"
"H00755957"	"993618"
"H00755718"	"1003627"
"H00755716"	"1070894"
"H00756050"	"1099100"
"H00756046"	"1103607"
"H00755170"	"1247001"
"H00755866"	"1293625"
"H00000834"	"1307296"
"H00756031"	"1316400"
"H00755858"	"1316487"
"H00756027"	"1316502"
"H00756025"	"1317257"
"H00755855"	"1317277"
"H00756178"	"1322725"
"H00756099"	"1367127"
"H00755838"	"1379642"
"H00755820"	"1382739"
"H00755935"	"1406770"
"H00755177"	"1418254"
"H00755931"	"1437690"
"H00755928"	"1441547"
"H00756713"	"1448023"
"H00755918"	"1460690"
"H00755880"	"1499421"
"H00755875"	"1499528"
"H00756005"	"1501829"
"H00756053"	"1507592"
"H00755705"	"1508204"
"H00755695"	"1545252"
"H00755456"	"1553610"
"H00755452"	"1554488"
"H00760545"	"1586379"
"H00755422"	"1646538"
"H00755418"	"1707313"
"H00756705"	"1729956"
"H00759952"	"1730021"
"H00755399"	"1730072"
"H00755392"	"1732405"
"H00755379"	"1744532"
"H00755368"	"1762760"
"H00755354"	"1827616"
"H00758420"	"1880771"
"H00759790"	"1894928"
"H00755326"	"1924921"
"H00755311"	"1958085"
"H00755306"	"1958097"
"H00756073"	"1984758"
"H00757038"	"1994680"
"H00755292"	"1994735"
"H00755287"	"2001680"
"H00755283"	"2006755"
"H00003318"	"2007540"
"H00755163"	"2015819"
"H00755222"	"2069477"
"H00756401"	"2070033"
"H00003394"	"2083168"
"H00755519"	"2288517"
"H00755508"	"2300165"
"H00755182"	"2300684"
"H00755185"	"2301905"
"H00755496"	"2308684"
"H00755493"	"2310379"
"H00756112"	"2504997"
"H00755486"	"2541118"
"H00756109"	"2702630"
"H00756120"	"2972402"
"H00756847"	"3361110"
"H00756116"	"3406525"
"H00756665"	"3513173"
"H00755192"	"3692992"
"H00757521"	"3707424"
"H00755198"	"4336684"
"H00756305"	"4337534"
"H00757631"	"4372204"
"H00757635"	"4742900"
"H00757514"	"5102433"
"H00759785"	"5233568"
"H00755159"	"5244292"
"H00755203"	"5246490"
"H00008089"	"5246549"
"H00756516"	"5248141"
"H00756176"	"5255455"
"H00756184"	"5295968"
"H00760488"	"5374639"
"H00760101"	"5380012"
"H00760133"	"5384067"
"H00758450"	"5384800"
"H00757652"	"5384889"
"H00756464"	"5637777"
"H00759296"	"5677682"
"H00756445"	"5776118"
"H00008633"	"5903721"
"H00760736"	"5970013"
"H00757589"	"5983558"
"H00756565"	"6029867"
"H00008776"	"6063414"
"H00756441"	"6072312"
"H00756431"	"6122956"
"H00008907"	"6215881"
"H00756482"	"6436379"
"H00756495"	"6480228"
"H00760004"	"6725563"
"H00756750"	"6781716"
"H00760556"	"6792922"
"H00756535"	"6801880"
"H00760354"	"6826940"
"H00756591"	"6850685"
"H00757313"	"6963351"
"H00756521"	"7086880"
"H00756531"	"7619258"
"H00010357"	"8411301"
"H00756868"	"8574041"
"H00755267"	"8923995"
"H00756647"	"9175661"
"H00756619"	"10198410"
"H00756614"	"10479935"
"H00756648"	"12223438"
"H00756728"	"12461391"
"H00756691"	"12757674"
"H00756793"	"13303720"
"H00756826"	"14171544"
"H00756839"	"14590643"
"H00757044"	"17077843"
"H00757099"	"17900540"
"H00757262"	"18493397"
"H00757274"	"20059632"
"H00757290"	"21331529"
"H00757329"	"23931886"
"H00757324"	"23931971"
"H00004366"	"25474972"
"H00757828"	"26368383"
"H00004550"	"26545676"
"H00757811"	"26623256"
"H00757464"	"27043610"
"H00757470"	"27238586"
"H00757472"	"27360424"
"H00757817"	"28511480"
"H00757826"	"28520719"
"H00757715"	"28545432"
"H00757797"	"28704870"
"H00757773"	"28710011"
"H00757791"	"28725335"
"H00757882"	"32994645"
"H00757891"	"33207059"
"H00757893"	"33515425"
"H00758502"	"43648560"
"H00757951"	"44463450"
"H00758826"	"44466205"
"H00758839"	"45837130"
"H00758844"	"46005394"
"H00758923"	"46290604"
"H00758864"	"48567459"
"H00758878"	"48611150"
"H00758977"	"50039221"
"H00759008"	"50840802"
"H00759397"	"51053233"
"H00757727"	"51838249"
"H00759102"	"52700099"
"H00759316"	"53836695"
"H00759297"	"55195848"
"H00759933"	"61791445"
"H00759948"	"61840120"
"H00760238"	"67078241"
"H00760306"	"67228254"
"H00760335"	"68074221"
"H00760389"	"68471049"
"H00760394"	"68518464"
"H00760525"	"69625565"
"H00760842"	"445812"
"H00761190"	"513698"
"H00760839"	"703330"
"H00009770"	"703346"
"H00763314"	"805963"
"H00761421"	"850052"
"H00760979"	"1303279"
"H00760856"	"1382894"
"H00763206"	"1488408"
"H00760798"	"1703675"
"H00760794"	"1776039"
"H00760786"	"1799729"
"H00760783"	"1812239"
"H00762006"	"1974291"
"H00003324"	"2006896"
"H00760969"	"2062312"
"H00760745"	"2078955"
"H00763034"	"2110992"
"H00760872"	"2223568"
"H00760846"	"2296822"
"H00763060"	"2298969"
"H00760965"	"2298973"
"H00760960"	"2302446"
"H00760741"	"2305370"
"H00760844"	"2398797"
"H00763231"	"2893281"
"H00761183"	"3129191"
"H00761107"	"3802606"
"H00761422"	"4355785"
"H00762936"	"4433953"
"H00761129"	"6667204"
"H00761221"	"14418137"
"H00761224"	"15276666"
"H00761265"	"15903546"
"H00761327"	"21121527"
"H00761333"	"21929375"
"H00761336"	"23673357"
"H00761351"	"24852053"
"H00004549"	"26545750"
"H00761363"	"27358957"
"H00761408"	"29512243"
"H00761412"	"29793344"
"H00761812"	"44458164"
"H00761958"	"46131456"
"H00761967"	"48543691"
"H00761997"	"49228847"
"H00762136"	"53212439"
"H00762274"	"54546700"
"H00762656"	"54873465"
"H00498047"	"1229369"
"H00507927"	"1719068"
"H00498644"	"2526895"
"H00498671"	"5278829"
"H00505138"	"6929077"
"H00499699"	"8870492"
"H00503843"	"36258424"
"H00005881"	"40359957"
"H00504976"	"50286933"
"H00508431"	"58737295"
"H00285556"	"14668"
"H00285154"	"419935"
"H00006157"	"430263"
"H00007043"	"455171"
"H00285146"	"474131"
"H00285143"	"668210"
"H00286260"	"669913"
"H00009623"	"684857"
"H00285360"	"818373"
"H00293012"	"818379"
"H00285237"	"818754"
"H00285234"	"818758"
"H00288020"	"833053"
"H00285218"	"903428"
"H00294619"	"907041"
"H00285606"	"940104"
"H00285469"	"975206"
"H00285579"	"1005613"
"H00285465"	"1006476"
"H00285460"	"1006635"
"H00285447"	"1007248"
"H00285443"	"1008051"
"H00000036"	"1011166"
"H00285576"	"1011566"
"H00294522"	"1046414"
"H00294371"	"1097557"
"H00285397"	"1105936"
"H00285810"	"1108813"
"H00000411"	"1182791"
"H00285473"	"1193627"
"H00285760"	"1198996"
"H00285520"	"1199008"
"H00287075"	"1200228"
"H00285740"	"1204567"
"H00285511"	"1233083"
"H00285598"	"1247079"
"H00284842"	"1247084"
"H00285505"	"1250352"
"H00285559"	"1251542"
"H00285610"	"1251920"
"H00285503"	"1281694"
"H00285500"	"1285304"
"H00001202"	"1426504"
"H00285106"	"1519301"
"H00293354"	"1583058"
"H00002049"	"1594404"
"H00285099"	"1597166"
"H00287089"	"1667270"
"H00285096"	"1684044"
"H00284835"	"1696768"
"H00285094"	"1726705"
"H00285092"	"1727573"
"H00285090"	"1728331"
"H00292933"	"1729413"
"H00285018"	"1758251"
"H00285637"	"1758293"
"H00294528"	"1758344"
"H00294393"	"1758548"
"H00284950"	"1769779"
"H00284947"	"1772561"
"H00284791"	"1817312"
"H00284804"	"1827751"
"H00284892"	"1869583"
"H00003327"	"2003167"
"H00003325"	"2017543"
"H00284882"	"2033275"
"H00292963"	"2041455"
"H00284879"	"2056673"
"H00285584"	"2217342"
"H00285602"	"2218212"
"H00285170"	"2298322"
"H00284870"	"2304499"
