"网金社酒店代码"	"对应酒店代码"
"H00007101"	"1555065"
"H00007102"	"919202320"
"H00007103"	"193921439"
"H00007104"	"194748449"
"H00007105"	"99836299"
"H00007106"	"1437697899"
"H00007107"	"193837573"
"H00007108"	"1118918806"
"H00007109"	"4952745"
"H00007110"	"1594819446"
"H00007111"	"1926140464"
"H00007112"	"1321487111"
"H00007113"	"194730167"
"H00007114"	"1807257766"
"H00007115"	"1215566724"
"H00007116"	"600989914"
"H00007117"	"193645425"
"H00007118"	"1219393421"
"H00007119"	"1864931479"
"H00007120"	"1586110153"
"H00007121"	"195000225"
"H00007122"	"166052828"
"H00007123"	"829759483"
"H00007124"	"193256304"
"H00007125"	"194396727"
"H00007126"	"630381537"
"H00007127"	"1555447281"
"H00007128"	"697177613"
"H00007129"	"194575708"
"H00007130"	"1196440199"
"H00007131"	"1052212609"
"H00007132"	"194638761"
"H00007133"	"193265636"
"H00007134"	"1342275421"
"H00007135"	"170623858"
"H00007136"	"1829968316"
"H00007137"	"956691653"
"H00007138"	"1663891883"
"H00007139"	"738724885"
"H00007140"	"77557616"
"H00007141"	"1152494942"
"H00007142"	"1137623073"
"H00007143"	"98581529"
"H00007144"	"194457925"
"H00007145"	"74016747"
"H00007146"	"1067879954"
"H00007147"	"194851519"
"H00007148"	"194923561"
"H00007149"	"1594344662"
"H00007150"	"193734751"
"H00007151"	"192996829"
"H00007152"	"4752515"
"H00007153"	"1827965190"
"H00007154"	"1278171778"
"H00007155"	"1320639587"
"H00007156"	"1376756779"
"H00007157"	"84587136"
"H00007158"	"63429260"
"H00007159"	"664103848"
"H00007160"	"51299880"
"H00007161"	"81319688"
"H00007162"	"1042814147"
"H00007163"	"627428756"
"H00007164"	"740502659"
"H00007165"	"195161861"
"H00007166"	"507120785"
"H00007167"	"92029080"
"H00007168"	"1804729579"
"H00007169"	"194650396"
"H00007170"	"1915286945"
"H00007171"	"774712226"
"H00007172"	"928607476"
"H00007173"	"923666806"
"H00007174"	"95571230"
"H00007175"	"928225126"
"H00007176"	"5191319"
"H00007177"	"3284258"
"H00007178"	"1788741413"
"H00007179"	"94881047"
"H00007180"	"99973065"
"H00007181"	"185460951"
"H00007182"	"2032055"
"H00007183"	"4993266"
"H00007184"	"1649411749"
"H00007185"	"95046511"
"H00007186"	"95874385"
"H00007187"	"91795108"
"H00007188"	"194470411"
"H00007189"	"99521127"
"H00007190"	"93494084"
"H00007191"	"72770086"
"H00007192"	"98109624"
"H00007193"	"50715"
"H00007194"	"194412765"
"H00007195"	"195848729"
"H00007196"	"92645433"
"H00007197"	"1703169644"
"H00007198"	"1482668508"
"H00007199"	"93874075"
"H00007200"	"86155780"
"H00007201"	"52381104"
"H00007202"	"76388139"
"H00007203"	"99459633"
"H00007204"	"97538657"
"H00007205"	"97153744"
"H00007206"	"97496389"
"H00007207"	"95364126"
"H00007208"	"98156733"
"H00007209"	"78219242"
"H00007210"	"1257203896"
"H00007211"	"194729102"
"H00007212"	"1905038744"
"H00007213"	"195966934"
"H00007214"	"1088104466"
"H00007215"	"60476943"
"H00007216"	"329392"
"H00007217"	"752743034"
"H00007218"	"1653295987"
"H00007219"	"1182030088"
"H00007220"	"561211769"
"H00007221"	"194726404"
"H00007222"	"1610543279"
"H00007223"	"6392283"
"H00007224"	"150099587"
"H00007225"	"1948944098"
"H00007226"	"94764326"
"H00007227"	"640092322"
"H00007228"	"501275854"
"H00007229"	"1952084506"
"H00007230"	"576721826"
"H00007231"	"98391621"
"H00007232"	"1218081269"
"H00007233"	"91073259"
"H00007234"	"649167638"
"H00007235"	"1645264281"
"H00007236"	"808201124"
"H00007237"	"830030493"
"H00007238"	"194858230"
"H00007239"	"1283183514"
"H00007240"	"6239237"
"H00007241"	"171687820"
"H00007242"	"1741826351"
"H00007243"	"1018285979"
"H00007244"	"169333202"
"H00007245"	"522662757"
"H00007246"	"194509961"
"H00007247"	"1122197349"
"H00007248"	"98867771"
"H00007249"	"1030080380"
"H00007250"	"1222714908"
"H00007251"	"1009569913"
"H00007252"	"906933986"
"H00007253"	"91795448"
"H00007254"	"68921819"
"H00007255"	"95723388"
"H00007256"	"193795736"
"H00007257"	"2387429"
"H00007258"	"4221863"
"H00007259"	"192900380"
"H00007260"	"885998"
"H00007261"	"1539981065"
"H00007262"	"79162498"
"H00007263"	"1019506929"
"H00007264"	"1914998383"
"H00007265"	"194563440"
"H00007266"	"1527542618"
"H00007267"	"96638556"
"H00007268"	"1359239004"
"H00007269"	"1622336853"
"H00007270"	"1490008350"
"H00007271"	"1937149919"
"H00007272"	"2278735"
"H00007273"	"82001230"
"H00007274"	"70879"
"H00007275"	"1733860450"
"H00007276"	"1964543"
"H00007277"	"1828368"
"H00007278"	"82967774"
"H00007279"	"4574909"
"H00007280"	"1948129308"
"H00007281"	"2254210"
"H00007282"	"191451228"
"H00007283"	"4079619"
"H00007284"	"1944437536"
"H00007285"	"1691081261"
"H00007286"	"98292593"
"H00007287"	"905195637"
"H00007288"	"194720354"
"H00007289"	"4425911"
"H00007290"	"721985776"
"H00007291"	"1340871054"
"H00007292"	"193954033"
"H00007293"	"1842702081"
"H00007294"	"102451331"
"H00007295"	"4581779"
"H00007296"	"892483629"
"H00007297"	"192267576"
"H00007298"	"951032"
"H00007299"	"68255945"
"H00007300"	"2513519"
"H00007301"	"1540596"
"H00007302"	"5911981"
"H00007303"	"22548"
"H00007304"	"692913"
"H00007305"	"76352239"
"H00007306"	"512539211"
"H00007307"	"92549507"
"H00007308"	"92615127"
"H00007309"	"72812022"
"H00007310"	"2286429"
"H00007311"	"94759269"
"H00007312"	"1641648693"
"H00007313"	"4218431"
"H00007314"	"4260837"
"H00007315"	"91785317"
"H00007316"	"843979"
"H00007317"	"1644524835"
"H00007318"	"90845447"
"H00007319"	"1196034"
"H00007320"	"630606"
"H00007321"	"90173238"
"H00007322"	"3247537"
"H00007323"	"850841"
"H00007324"	"1264742"
"H00007325"	"51532"
"H00007326"	"2118627"
"H00007327"	"83717621"
"H00007328"	"1265119"
"H00007329"	"848190"
"H00007330"	"3284948"
"H00007331"	"80363616"
"H00007332"	"175463593"
"H00007333"	"4653068"
"H00007334"	"195567246"
"H00007335"	"95103607"
"H00007336"	"5693384"
"H00007337"	"159969819"
"H00007338"	"30484"
"H00007339"	"849116"
"H00007340"	"177482364"
"H00007341"	"1499273929"
"H00007342"	"875968"
"H00007343"	"2378748"
"H00007344"	"3248332"
"H00007345"	"1420709"
"H00007346"	"168930458"
"H00007347"	"75068947"
"H00007348"	"92507341"
"H00007349"	"152396547"
"H00007350"	"2527624"
"H00007351"	"2120772"
"H00007352"	"63863972"
"H00007353"	"2618381"
"H00007354"	"870828"
"H00007355"	"158371247"
"H00007356"	"1198102"
"H00007357"	"4884173"
"H00007358"	"2476446"
"H00007359"	"79159643"
"H00007360"	"77874146"
"H00007361"	"718509"
"H00007362"	"2434983"
"H00007363"	"108821933"
"H00007364"	"1153482"
"H00007365"	"2440243"
"H00007366"	"1240048"
"H00007367"	"195904196"
"H00007368"	"1656026529"
"H00007369"	"93630776"
"H00007370"	"5620657"
"H00007371"	"92007857"
"H00007372"	"84138217"
"H00007373"	"1529638"
"H00007374"	"597836"
"H00007375"	"95063072"
"H00007376"	"68635314"
"H00007377"	"893472"
"H00007378"	"42456660"
"H00007379"	"732983"
"H00007380"	"152553445"
"H00007381"	"4072140"
"H00007382"	"781888"
"H00007383"	"4292393"
"H00007384"	"1831166025"
"H00007385"	"1719650347"
"H00007386"	"2558488"
"H00007387"	"94275550"
"H00007388"	"5308471"
"H00007389"	"2119771"
"H00007390"	"2561508"
"H00007391"	"1494176"
"H00007392"	"1459913"
"H00007393"	"3296536"
"H00007394"	"892694"
"H00007395"	"50182231"
"H00007396"	"1975873932"
"H00007397"	"2452394"
"H00007398"	"2459291"
"H00007399"	"51818249"
"H00007400"	"190616432"
"H00007401"	"2422637"
"H00007402"	"30643"
"H00007403"	"165524124"
"H00007404"	"50942041"
"H00007405"	"98509676"
"H00007406"	"2387915"
"H00007407"	"40798967"
"H00007408"	"1400185"
"H00007409"	"553380396"
"H00007410"	"4853713"
"H00007411"	"6992275"
"H00007412"	"2470181"
"H00007413"	"191211760"
"H00007414"	"192620159"
"H00007415"	"190899067"
"H00007416"	"891743"
"H00007417"	"894910"
"H00007418"	"193529354"
"H00007419"	"2469763"
"H00007420"	"193897980"
"H00007421"	"2520026"
"H00007422"	"168377258"
"H00007423"	"2548052"
"H00007424"	"788026"
"H00007425"	"1436582"
"H00007426"	"1020480473"
"H00007427"	"4722591"
"H00007428"	"857595"
"H00007429"	"853692"
"H00007430"	"892031"
"H00007431"	"2159260"
"H00007432"	"165464379"
"H00007433"	"4932149"
"H00007434"	"855828"
"H00007435"	"2437053"
"H00007436"	"652698794"
"H00007437"	"1613873987"
"H00007438"	"195166551"
"H00007439"	"78149"
"H00007440"	"1695013716"
"H00007441"	"5178019"
"H00007442"	"5459035"
"H00007443"	"1073111161"
"H00007444"	"1344845961"
"H00007445"	"4209689"
"H00007446"	"1873344488"
"H00007447"	"1699990480"
"H00007448"	"194845795"
"H00007449"	"42487479"
"H00007450"	"194927880"
"H00007451"	"2529411"
"H00007452"	"719104"
"H00007453"	"1802914900"
"H00007454"	"1747818651"
"H00007455"	"79108582"
"H00007456"	"195856589"
"H00007457"	"195907926"
"H00007458"	"1091002579"
"H00007459"	"191095114"
"H00007460"	"922456904"
"H00007461"	"1274634376"
"H00007462"	"93410598"
"H00007463"	"96018174"
"H00007464"	"912881"
"H00007465"	"1997555930"
"H00007466"	"696885"
"H00007467"	"5948705"
"H00007468"	"193923299"
"H00007469"	"957736"
"H00007470"	"691928631"
"H00007471"	"1164008736"
"H00007472"	"164060329"
"H00007473"	"2202072"
"H00007474"	"2456938"
"H00007475"	"790731464"
"H00007476"	"657239989"
"H00007477"	"1158942"
"H00007478"	"98337890"
"H00007479"	"2368857"
"H00007480"	"170611764"
"H00007481"	"1570761"
"H00007482"	"2375923"
"H00007483"	"856941"
"H00007484"	"195164529"
"H00007485"	"152783155"
"H00007486"	"2368877"
"H00007487"	"1952991922"
"H00007488"	"1093356"
"H00007489"	"1181439143"
"H00007490"	"710865"
"H00007491"	"194536386"
"H00007492"	"190566579"
"H00007493"	"78161"
"H00007494"	"193753382"
"H00007495"	"1994715998"
"H00007496"	"2368869"
"H00007497"	"1865628"
"H00007498"	"1126758"
"H00007499"	"1482557804"
"H00007500"	"195947253"
"H00007501"	"2422115"
"H00007502"	"2134936"
"H00007503"	"42159128"
"H00007504"	"97026438"
"H00007505"	"1715858752"
"H00007506"	"1289683"
"H00007507"	"2737260"
"H00007508"	"393866"
"H00007509"	"2147348"
"H00007510"	"405999"
"H00007511"	"88172618"
"H00007512"	"67314659"
"H00007513"	"1603794600"
"H00007514"	"93468717"
"H00007515"	"2388165"
"H00007516"	"50859275"
"H00007517"	"1441987216"
"H00007518"	"2234613"
"H00007519"	"195947283"
"H00007520"	"772799"
"H00007521"	"4840446"
"H00007522"	"491492"
"H00007523"	"190667348"
"H00007524"	"192921584"
"H00007525"	"598213"
"H00007526"	"675283657"
"H00007527"	"179932310"
"H00007528"	"85312324"
"H00007529"	"168077281"
"H00007530"	"1222991"
"H00007531"	"25764"
"H00007532"	"466065"
"H00007533"	"81689"
"H00007534"	"1742239880"
"H00007535"	"2364533"
"H00007536"	"6434059"
"H00007537"	"2364396"
"H00007538"	"2452416"
"H00007539"	"37837"
"H00007540"	"159965066"
"H00007541"	"1170058"
"H00007542"	"558356"
"H00007543"	"4116137"
"H00007544"	"1513552"
"H00007545"	"6256608"
"H00007546"	"4843250"
"H00007547"	"5729542"
"H00007548"	"6158962"
"H00007549"	"63984550"
"H00007550"	"4721777"
"H00007551"	"40126604"
"H00007552"	"2368929"
"H00007553"	"6545256"
"H00007554"	"1503035"
"H00007555"	"2394785"
"H00007556"	"731821850"
"H00007557"	"57613"
"H00007558"	"2442709"
"H00007559"	"2286393"
"H00007560"	"193922977"
"H00007561"	"41218338"
"H00007562"	"162737215"
"H00007563"	"4121949"
"H00007564"	"1386962"
"H00007565"	"2021263"
"H00007566"	"180715214"
"H00007567"	"189247639"
"H00007568"	"926221497"
"H00007569"	"80566561"
"H00007570"	"1566539186"
"H00007571"	"51519605"
"H00007572"	"1519908"
"H00007573"	"1250773187"
"H00007574"	"191778014"
"H00007575"	"2586453"
"H00007576"	"1124524149"
"H00007577"	"1078638711"
"H00007578"	"280632"
"H00007579"	"1465996"
"H00007580"	"98453295"
"H00007581"	"888803349"
"H00007582"	"962110"
"H00007583"	"647173753"
"H00007584"	"887446517"
"H00007585"	"4639041"
"H00007586"	"2546351"
"H00007587"	"1457375"
"H00007588"	"182541115"
"H00007589"	"649641405"
"H00007590"	"4480144"
"H00007591"	"902625396"
"H00007592"	"342277"
"H00007593"	"5926036"
"H00007594"	"244765"
"H00007595"	"1061348317"
"H00007596"	"2449770"
"H00007597"	"75836695"
"H00007598"	"673285013"
"H00007599"	"195944933"
"H00007600"	"4769393"
"H00007601"	"1295204235"
"H00007602"	"1681061428"
"H00007603"	"906831752"
"H00007604"	"1951155199"
"H00007605"	"1674396849"
"H00007606"	"2301151"
"H00007607"	"150438851"
"H00007608"	"5940392"
"H00007609"	"850914"
"H00007610"	"2020143"
"H00007611"	"1856497"
"H00007612"	"553298944"
"H00007613"	"297732"
"H00007614"	"84147211"
"H00007615"	"833573"
"H00007616"	"876397"
"H00007617"	"5114322"
"H00007618"	"52483237"
"H00007619"	"2622895"
"H00007620"	"2521824"
"H00007621"	"4574953"
"H00007622"	"4122519"
"H00007623"	"4740711"
"H00007624"	"67903185"
"H00007625"	"40266136"
"H00007626"	"953400"
"H00007627"	"1440952516"
"H00007628"	"2059190"
"H00007629"	"4805240"
"H00007630"	"6855933"
"H00007631"	"617984730"
"H00007632"	"563001008"
"H00007633"	"6043943"
"H00007634"	"1657830422"
"H00007635"	"530811794"
"H00007636"	"78531982"
"H00007637"	"1671504004"
"H00007638"	"50118769"
"H00007639"	"1303791589"
"H00007640"	"193727180"
"H00007641"	"1418273"
"H00007642"	"192946807"
"H00007643"	"937826964"
"H00007644"	"1750706440"
"H00007645"	"1816685563"
"H00007646"	"1244238595"
"H00007647"	"1288131"
"H00007648"	"584631787"
"H00007649"	"1889966638"
"H00007650"	"194845453"
"H00007651"	"1983027498"
"H00007652"	"1329138263"
"H00007653"	"667923775"
"H00007654"	"720589"
"H00007655"	"573382656"
"H00007656"	"1124285862"
"H00007657"	"858375"
"H00007658"	"589894093"
"H00007659"	"521173554"
"H00007660"	"399156"
"H00007661"	"1526245060"
"H00007662"	"90206439"
"H00007663"	"1353432559"
"H00007664"	"193970501"
"H00007665"	"598948678"
"H00007666"	"2628249"
"H00007667"	"1079654568"
"H00007668"	"1962808347"
"H00007669"	"554541"
"H00007670"	"1676487474"
"H00007671"	"1847148337"
"H00007672"	"195031303"
"H00007673"	"1862090"
"H00007674"	"5216376"
"H00007675"	"2386757"
"H00007676"	"5825740"
"H00007677"	"179120076"
"H00007678"	"1039867108"
"H00007679"	"1630660284"
"H00007680"	"494229"
"H00007681"	"195125883"
"H00007682"	"192235394"
"H00007683"	"1205991"
"H00007684"	"1151813634"
"H00007685"	"1271980465"
"H00007686"	"1972283332"
"H00007687"	"1052105"
"H00007688"	"194851320"
"H00007689"	"1909756568"
"H00007690"	"195217236"
"H00007691"	"1831320978"
"H00007692"	"1411189"
"H00007693"	"1230378265"
"H00007694"	"1629021817"
"H00007695"	"616801947"
"H00007696"	"1285323184"
"H00007697"	"1877494"
"H00007698"	"193669282"
"H00007699"	"1474891161"
"H00007700"	"1461594629"
"H00007701"	"164730566"
"H00007702"	"888337"
"H00007703"	"866999574"
"H00007704"	"4814135"
"H00007705"	"1408766332"
"H00007706"	"554484091"
"H00007707"	"1615588013"
"H00007708"	"760336083"
"H00007709"	"164128805"
"H00007710"	"986667334"
"H00007711"	"1924283677"
"H00007712"	"1964780557"
"H00007713"	"1406156689"
"H00007714"	"513297565"
"H00007715"	"72571509"
"H00007716"	"1501663799"
"H00007717"	"595305721"
"H00007718"	"765837138"
"H00007719"	"952239589"
"H00007720"	"609046933"
"H00007721"	"1605461184"
"H00007722"	"990778817"
"H00007723"	"2286356"
"H00007724"	"833533303"
"H00007725"	"693192407"
"H00007726"	"4039932"
"H00007727"	"1038659"
"H00007728"	"1752143409"
"H00007729"	"850143528"
"H00007730"	"393642"
"H00007731"	"4031596"
"H00007732"	"1615751913"
"H00007733"	"194576396"
"H00007734"	"194325386"
"H00007735"	"761870689"
"H00007736"	"193110849"
"H00007737"	"1602339744"
"H00007738"	"1331563152"
"H00007739"	"959185636"
"H00007740"	"1756574991"
"H00007741"	"1603196361"
"H00007742"	"898856630"
"H00007743"	"170621137"
"H00007744"	"40771900"
"H00007745"	"888606411"
"H00007746"	"1210802841"
"H00007747"	"1054956702"
"H00007748"	"1707121930"
"H00007749"	"1162933531"
"H00007750"	"1215531384"
"H00007751"	"1281777957"
"H00007752"	"87469824"
"H00007753"	"666559725"
"H00007754"	"947490126"
"H00007755"	"809692147"
"H00007756"	"194798319"
"H00007757"	"737022933"
"H00007758"	"1382155197"
"H00007759"	"686090708"
"H00007760"	"1732874525"
"H00007761"	"193241577"
"H00007762"	"1131392646"
"H00007763"	"1393890723"
"H00007764"	"569736628"
"H00007765"	"1655292674"
"H00007766"	"193032509"
"H00007767"	"1735048326"
"H00007768"	"600736048"
"H00007769"	"1522570435"
"H00007770"	"642935488"
"H00007771"	"1336088515"
"H00007772"	"1929049506"
"H00007773"	"988966439"
"H00007774"	"1862464591"
"H00007775"	"745580369"
"H00007776"	"1861771289"
"H00007777"	"1806749036"
"H00007778"	"1018427655"
"H00007779"	"194162973"
"H00007780"	"1807060930"
"H00007781"	"1914811108"
"H00007782"	"747599053"
"H00007783"	"1458016372"
"H00007784"	"1609209428"
"H00007785"	"579238927"
"H00007786"	"1327070382"
"H00007787"	"1810519307"
"H00007788"	"1517518711"
"H00007789"	"195041312"
"H00007790"	"194840108"
"H00007791"	"42689220"
"H00007792"	"1722983854"
"H00007793"	"1623158697"
"H00007794"	"97154531"
"H00007795"	"193957951"
"H00007796"	"1846471485"
"H00007797"	"1322290007"
"H00007798"	"1981271482"
"H00007799"	"1071213219"
"H00007800"	"94806119"
"H00007801"	"98270402"
"H00007802"	"1505432271"
"H00007803"	"93360063"
"H00007804"	"97824591"
"H00007805"	"98578271"
"H00007806"	"165636140"
"H00007807"	"97872511"
"H00007808"	"649469681"
"H00007809"	"92767208"
"H00007810"	"1130494509"
"H00007811"	"1664550094"
"H00007812"	"1110083125"
"H00007813"	"1673282192"
"H00007814"	"732828170"
"H00007815"	"742396774"
"H00007816"	"1171626235"
"H00007817"	"99756522"
"H00007818"	"28414"
"H00007819"	"1617689569"
"H00007820"	"672155704"
"H00007821"	"1238158907"
"H00007822"	"1591486469"
"H00007823"	"98786508"
"H00007824"	"4104092"
"H00007825"	"5932645"
"H00007826"	"1253996"
"H00007827"	"97537365"
"H00007828"	"4438335"
"H00007829"	"5766021"
"H00007830"	"616392262"
"H00007831"	"90726588"
"H00007832"	"2030661"
"H00007833"	"2393011"
"H00007834"	"774028223"
"H00007835"	"617982092"
"H00007836"	"1576764030"
"H00007837"	"1917064916"
"H00007838"	"96353041"
"H00007839"	"51377373"
"H00007840"	"2550274"
"H00007841"	"625608507"
"H00007842"	"1180982290"
"H00007843"	"1561290035"
"H00007844"	"296609"
"H00007845"	"6847182"
"H00007846"	"1145495363"
"H00007847"	"1391760502"
"H00007848"	"74068522"
"H00007849"	"657030188"
"H00007850"	"6148833"
"H00007851"	"195880155"
"H00007852"	"92338794"
"H00007853"	"1613316332"
"H00007854"	"89840263"
"H00007855"	"1893430388"
"H00007856"	"1637833712"
"H00007857"	"1090063108"
"H00007858"	"1695768517"
"H00007859"	"1109535384"
"H00007860"	"5834627"
"H00007861"	"193296980"
"H00007862"	"1461977257"
"H00007863"	"91181186"
"H00007864"	"1316068330"
"H00007865"	"195871539"
"H00007866"	"191810997"
"H00007867"	"1031601466"
"H00007868"	"1121597472"
"H00007869"	"1873067562"
"H00007870"	"193131833"
"H00007871"	"693669763"
"H00007872"	"192887890"
"H00007873"	"190799594"
"H00007874"	"193913173"
"H00007875"	"1903418191"
"H00007876"	"189298112"
"H00007877"	"91218652"
"H00007878"	"187815195"
"H00007879"	"75881759"
"H00007880"	"1953771410"
"H00007881"	"1395604057"
"H00007882"	"1543328165"
"H00007883"	"1827967220"
"H00007884"	"726296938"
"H00007885"	"71322992"
"H00007886"	"40846912"
"H00007887"	"965155172"
"H00007888"	"1067334873"
"H00007889"	"193475470"
"H00007890"	"195134343"
"H00007891"	"1267330772"
"H00007892"	"177208986"
"H00007893"	"2625"
"H00007894"	"191126503"
"H00007895"	"1897584469"
"H00007896"	"2446857"
"H00007897"	"4123507"
"H00007898"	"1141547314"
"H00007899"	"910750063"
"H00007900"	"5901675"
"H00007901"	"1632502933"
"H00007902"	"883853910"
"H00007903"	"84858309"
"H00007904"	"952547504"
"H00007905"	"190779531"
"H00007906"	"1647293654"
"H00007907"	"192998890"
"H00007908"	"771281449"
"H00007909"	"861724893"
"H00007910"	"52173519"
"H00007911"	"95197649"
"H00007912"	"97066220"
"H00007913"	"84620894"
"H00007914"	"80923370"
"H00007915"	"96816776"
"H00007916"	"91887281"
"H00007917"	"89166963"
"H00007918"	"653448273"
"H00007919"	"157090885"
"H00007920"	"1356668656"
"H00007921"	"99355159"
"H00007922"	"98892261"
"H00007923"	"156638368"
"H00007924"	"97957349"
"H00007925"	"2121776"
"H00007926"	"1435291898"
"H00007927"	"73005935"
"H00007928"	"156664512"
"H00007929"	"1049286682"
"H00007930"	"41102365"
"H00007931"	"5941275"
"H00007932"	"1196079"
"H00007933"	"6730511"
"H00007934"	"2598573"
"H00007935"	"300328"
"H00007936"	"294664"
"H00007937"	"182013136"
"H00007938"	"2574312"
"H00007939"	"855846"
"H00007940"	"93912515"
"H00007941"	"2570112"
"H00007942"	"1437120"
"H00007943"	"2552534"
"H00007944"	"97640807"
"H00007945"	"6498422"
"H00007946"	"2742526"
"H00007947"	"882119800"
"H00007948"	"870546"
"H00007949"	"937116925"
"H00007950"	"580493868"
"H00007951"	"51804427"
"H00007952"	"1184561843"
"H00007953"	"4095810"
"H00007954"	"76770250"
"H00007955"	"2491060"
"H00007956"	"165151313"
"H00007957"	"3304565"
"H00007958"	"2401254"
"H00007959"	"50295442"
"H00007960"	"2597218"
"H00007961"	"1502460"
"H00007962"	"625989"
"H00007963"	"4011127"
"H00007964"	"2563326"
"H00007965"	"1232661243"
"H00007966"	"97554063"
"H00007967"	"876443"
"H00007968"	"1429757"
"H00007969"	"96236284"
"H00007970"	"195886172"
"H00007971"	"854506643"
"H00007972"	"92900349"
"H00007973"	"163191776"
"H00007974"	"4730775"
"H00007975"	"77604057"
"H00007976"	"41381984"
"H00007977"	"5480685"
"H00007978"	"1189463"
"H00007979"	"95630278"
"H00007980"	"951165"
"H00007981"	"2139427"
"H00007982"	"927652"
"H00007983"	"4710413"
"H00007984"	"2447800"
"H00007985"	"99985607"
"H00007986"	"88211551"
"H00007987"	"62114051"
"H00007988"	"4807643"
"H00007989"	"651857"
"H00007990"	"4852608"
"H00007991"	"94362146"
"H00007992"	"1265003"
"H00007993"	"4288561"
"H00007994"	"1112335"
"H00007995"	"1420547"
"H00007996"	"92335996"
"H00007997"	"4003347"
"H00007998"	"96291588"
"H00007999"	"96254589"
"H00008000"	"833737361"
"H00008001"	"193941861"
"H00008002"	"42615183"
"H00008003"	"2481598"
"H00008004"	"678101211"
"H00008005"	"2669030"
"H00008006"	"2435340"
"H00008007"	"1238841845"
"H00008008"	"1145546775"
"H00008009"	"1587602355"
"H00008010"	"1541885234"
"H00008011"	"685033380"
"H00008012"	"882556630"
"H00008013"	"230156"
"H00008014"	"1665068003"
"H00008015"	"1393526912"
"H00008016"	"1095556642"
"H00008017"	"755608759"
"H00008018"	"1251041854"
"H00008019"	"659898056"
"H00008020"	"1563794631"
"H00008021"	"1683281420"
"H00008022"	"1497818187"
"H00008023"	"792166851"
"H00008024"	"192593300"
"H00008025"	"1222309242"
"H00008026"	"92121990"
"H00008027"	"1364445691"
"H00008028"	"1894277276"
"H00008029"	"88187081"
"H00008030"	"509142800"
"H00008031"	"77623668"
"H00008032"	"765931404"
"H00008033"	"194365343"
"H00008034"	"98440744"
"H00008035"	"192093466"
"H00008036"	"755469594"
"H00008037"	"733294714"
"H00008038"	"6254914"
"H00008039"	"158403045"
"H00008040"	"1670431763"
"H00008041"	"1223201925"
"H00008042"	"1234098663"
"H00008043"	"1156775746"
"H00008044"	"92406683"
"H00008045"	"194156540"
"H00008046"	"1659809311"
"H00008047"	"1505007121"
"H00008048"	"1660443400"
"H00008049"	"91153607"
"H00008050"	"1014503619"
"H00008051"	"99377719"
"H00008052"	"88468492"
"H00008053"	"81594475"
"H00008054"	"97076148"
"H00008055"	"1022979595"
"H00008056"	"1620207645"
"H00008057"	"1806450866"
"H00008058"	"97079655"
"H00008059"	"91384797"
"H00008060"	"85712825"
"H00008061"	"97185800"
"H00008062"	"1391488490"
"H00008063"	"1533403"
"H00008064"	"6053596"
"H00008065"	"1528653"
"H00008066"	"89279568"
"H00008067"	"5065511"
"H00008068"	"5113823"
"H00008069"	"90275402"
"H00008070"	"5326954"
"H00008071"	"6883871"
"H00008072"	"94378768"
"H00008073"	"64228454"
"H00008074"	"1590676861"
"H00008075"	"96844447"
"H00008076"	"2144670"
"H00008077"	"111627872"
"H00008078"	"194598670"
"H00008079"	"90079118"
"H00008080"	"1686331895"
"H00008081"	"189926205"
"H00008082"	"160260367"
"H00008083"	"94126961"
"H00008084"	"1856901977"
"H00008085"	"2504014"
"H00008086"	"92517171"
"H00008087"	"1544781"
"H00008088"	"6804583"
"H00008089"	"2444362"
"H00008090"	"179209439"
"H00008091"	"164318432"
"H00008092"	"42858038"
"H00008093"	"96316086"
"H00008094"	"192571687"
"H00008095"	"5234691"
"H00008096"	"607052344"
"H00008097"	"42368544"
"H00008098"	"96368825"
"H00008099"	"184171084"
"H00008100"	"4789413"
"H00008101"	"6841974"
"H00008102"	"6347231"
"H00008103"	"332190"
"H00008104"	"849580979"
"H00008105"	"611961491"
"H00008106"	"96974074"
"H00008107"	"5902220"
"H00008108"	"182031436"
"H00008109"	"2103132"
"H00008110"	"177978755"
"H00008111"	"52847496"
"H00008112"	"50817979"
"H00008113"	"90819621"
"H00008114"	"97079897"
"H00008115"	"5792813"
"H00008116"	"42800348"
"H00008117"	"184876729"
"H00008118"	"1213599320"
"H00008119"	"97103391"
"H00008120"	"5726264"
"H00008121"	"1488095570"
"H00008122"	"4390050"
"H00008123"	"40126393"
"H00008124"	"96885495"
"H00008125"	"1428061419"
"H00008126"	"162947567"
"H00008127"	"1172831382"
"H00008128"	"91917591"
"H00008129"	"94548955"
"H00008130"	"1137848246"
"H00008131"	"95203868"
"H00008132"	"95098417"
"H00008133"	"99945118"
"H00008134"	"99701132"
"H00008135"	"99876881"
"H00008136"	"575608958"
"H00008137"	"862541288"
"H00008138"	"41293837"
"H00008139"	"1189566879"
"H00008140"	"98939512"
"H00008141"	"99630138"
"H00008142"	"1328286620"
"H00008143"	"98842003"
"H00008144"	"1596503164"
"H00008145"	"192035284"
"H00008146"	"1340710825"
"H00008147"	"86459229"
"H00008148"	"94611393"
"H00008149"	"185489553"
"H00008150"	"1552334444"
"H00008151"	"832219737"
"H00008152"	"1592345875"
"H00008153"	"50814156"
"H00008154"	"83447180"
"H00008155"	"1333545633"
"H00008156"	"96431676"
"H00008157"	"1429598781"
"H00008158"	"2561342"
"H00008159"	"182091768"
"H00008160"	"1278795673"
"H00008161"	"518577494"
